condition,p_coverage,run_id,cascade_fraction,contained,time_to_steady_state
C6,0.0600,55,0.789200,0,143
C6,0.0600,56,0.459600,0,138
C6,0.0600,57,0.000200,1,1
C6,0.0600,58,0.879600,0,143
C6,0.0600,59,0.893800,0,132
C6,0.0600,60,0.520200,0,122
C6,0.0600,61,0.947000,0,144
C6,0.0600,62,0.685800,0,118
C6,0.0600,63,0.572200,0,147
C6,0.0600,64,0.811600,0,121
C6,0.0600,65,0.437000,0,141
C6,0.0600,66,0.775400,0,143
C6,0.0600,67,0.000200,1,1
C6,0.0600,68,0.603200,0,132
C6,0.0600,69,0.678800,0,145
C6,0.0600,70,0.657000,0,157
C6,0.0600,71,0.791600,0,159
C6,0.0600,72,0.872800,0,139
C6,0.0600,73,0.719400,0,152
C6,0.0600,74,0.000200,1,1
C6,0.0600,75,0.688800,0,140
C6,0.0600,76,0.799800,0,146
C6,0.0600,77,0.000200,1,1
C6,0.0600,78,0.650000,0,138
C6,0.0600,79,0.560000,0,150
C6,0.0600,80,0.828600,0,148
C6,0.0600,81,0.782600,0,155
C6,0.0600,82,0.571200,0,141
C6,0.0600,83,0.935400,0,153
C6,0.0600,84,0.815000,0,130
C6,0.0600,85,0.893800,0,143
C6,0.0600,86,0.614400,0,159
C6,0.0600,87,0.818600,0,133
C6,0.0600,88,0.894000,0,138
C6,0.0600,89,0.908400,0,141
C6,0.0600,90,0.636000,0,145
C6,0.0600,91,0.623200,0,138
C6,0.0600,92,0.588600,0,146
C6,0.0600,93,0.726800,0,160
C6,0.0600,94,0.802200,0,139
C6,0.0600,95,0.844400,0,146
C6,0.0600,96,0.910800,0,148
C6,0.0600,97,0.950000,0,138
C6,0.0600,98,0.844600,0,142
C6,0.0600,99,0.467200,0,127
C6,0.0800,0,0.000200,1,1
C6,0.0800,1,0.482800,0,100
C6,0.0800,2,0.863600,0,120
C6,0.0800,3,0.000200,1,1
C6,0.0800,4,0.593400,0,112
C6,0.0800,5,0.651600,0,108
C6,0.0800,6,0.702600,0,108
C6,0.0800,7,0.000200,1,1
C6,0.0800,8,0.914800,0,107
C6,0.0800,9,0.899800,0,125
C6,0.0800,10,0.374200,0,109
C6,0.0800,11,0.807000,0,126
C6,0.0800,12,0.000200,1,1
C6,0.0800,13,0.594600,0,113
C6,0.0800,14,0.000200,1,1
C6,0.0800,15,0.501400,0,107
C6,0.0800,16,0.725800,0,132
C6,0.0800,17,0.000200,1,1
C6,0.0800,18,0.627600,0,125
C6,0.0800,19,0.406800,0,113
C6,0.0800,20,0.530200,0,116
C6,0.0800,21,0.235600,0,112
C6,0.0800,22,0.936200,0,136
C6,0.0800,23,0.897800,0,112
C6,0.0800,24,0.000200,1,1
C6,0.0800,25,0.604000,0,119
C6,0.0800,26,0.941200,0,134
C6,0.0800,27,0.788600,0,110
C6,0.0800,28,0.000200,1,1
C6,0.0800,29,0.944800,0,126
C6,0.0800,30,0.787000,0,112
C6,0.0800,31,0.000200,1,1
C6,0.0800,32,0.776800,0,115
C6,0.0800,33,0.000200,1,1
C6,0.0800,34,0.487600,0,122
C6,0.0800,35,0.906400,0,114
C6,0.0800,36,0.849200,0,116
C6,0.0800,37,0.447000,0,120
C6,0.0800,38,0.723800,0,119
C6,0.0800,39,0.915400,0,121
C6,0.0800,40,0.918800,0,116
C6,0.0800,41,0.898000,0,123
C6,0.0800,42,0.370200,0,100
C6,0.0800,43,0.550800,0,108
C6,0.0800,44,0.627200,0,102
C6,0.0800,45,0.000200,1,1
C6,0.0800,46,0.809600,0,106
C6,0.0800,47,0.000200,1,1
C6,0.0800,48,0.261400,0,84
C6,0.0800,49,0.000200,1,1
C6,0.0800,50,0.000200,1,1
C6,0.0800,51,0.000200,1,1
C6,0.0800,52,0.227000,0,108
C6,0.0800,53,0.572600,0,104
C6,0.0800,54,0.540800,0,100
C6,0.0800,55,0.921400,0,114
C6,0.0800,56,0.596800,0,131
C6,0.0800,57,0.779200,0,103
C6,0.0800,58,0.469000,0,117
C6,0.0800,59,0.922000,0,101
C6,0.0800,60,0.000200,1,1
C6,0.0800,61,0.549800,0,115
C6,0.0800,62,0.487000,0,119
C6,0.0800,63,0.784200,0,118
C6,0.0800,64,0.634200,0,107
C6,0.0800,65,0.903200,0,112
C6,0.0800,66,0.000200,1,1
C6,0.0800,67,0.000200,1,1
C6,0.0800,68,0.918800,0,104
C6,0.0800,69,0.406400,0,105
C6,0.0800,70,0.048600,1,90
C6,0.0800,71,0.000200,1,1
C6,0.0800,72,0.789800,0,120
C6,0.0800,73,0.616800,0,107
C6,0.0800,74,0.000200,1,1
C6,0.0800,75,0.734200,0,128
C6,0.0800,76,0.000200,1,1
C6,0.0800,77,0.816200,0,105
C6,0.0800,78,0.514400,0,98
C6,0.0800,79,0.806400,0,112
C6,0.0800,80,0.621000,0,122
C6,0.0800,81,0.000200,1,1
C6,0.0800,82,0.650200,0,97
C6,0.0800,83,0.579400,0,106
C6,0.0800,84,0.652400,0,109
C6,0.0800,85,0.921000,0,106
C6,0.0800,86,0.907000,0,117
C6,0.0800,87,0.211000,0,97
C6,0.0800,88,0.357400,0,110
C6,0.0800,89,0.567600,0,104
C6,0.0800,90,0.526800,0,108
C6,0.0800,91,0.592400,0,120
C6,0.0800,92,0.000200,1,1
C6,0.0800,93,0.650000,0,110
C6,0.0800,94,0.000200,1,1
C6,0.0800,95,0.630200,0,96
C6,0.0800,96,0.927600,0,135
C6,0.0800,97,0.000200,1,1
C6,0.0800,98,0.000200,1,1
C6,0.0800,99,0.907400,0,96
C6,0.1000,0,0.916400,0,104
C6,0.1000,1,0.000200,1,1
C6,0.1000,2,0.725400,0,112
C6,0.1000,3,0.473400,0,87
C6,0.1000,4,0.000200,1,1
C6,0.1000,5,0.522000,0,80
C6,0.1000,6,0.557800,0,90
C6,0.1000,7,0.709200,0,99
C6,0.1000,8,0.885000,0,91
C6,0.1000,9,0.902400,0,101
C6,0.1000,10,0.448600,0,94
C6,0.1000,11,0.670400,0,89
C6,0.1000,12,0.891200,0,95
C6,0.1000,13,0.865400,0,105
